Especie,L_vmt,P_vmt,L_vmtr,P_vmtr,L_fib,P_fib,A_r_m,An_r_m,A_r_u,An_r_u,Lu_ punt,LV,LF,A_crec,Fib,Apo,Para,S_cristal,Rad,Crist
F.durangensis,54.517829,10.443722,36.646155,7.3848265,12.967581,1.2903226,180.1542,27.258914,258.4953,31.439766,2.1089985,317.12865,750.84986,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,42.180872,3.6924133,28.720235,5.2218609,12.526766,1.9354839,206.28003,39.939556,185.4496,21.049994,1.4912872,414.55459,785.66106,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,43.76717,7.3848265,35.512494,5.838218,11.48677,2.0401791,217.47656,34.341428,138.60082,18.462066,1.4467611,369.47203,1177.9769,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,54.891669,10.765142,26.109305,5.838218,11.843587,2.5806452,181.36103,34.341428,148.82304,18.276513,1.2787682,572.38956,915.69162,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,47.64501,5.2218609,35.512494,8.2564871,9.5256923,1.9354839,248.3817,44.385818,229.76188,23.498374,2.1851601,512.84018,808.35488,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,47.285962,5.2218609,28.241531,5.838218,12.983621,3.8709677,329.01868,39.939556,154.0449,26.109305,1.0544993,387.06108,822.07743,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,49.538922,8.2564871,26.109305,7.8327914,15.226353,2.3261621,310.30554,43.76717,156.67758,26.239526,1.2787682,490.50066,920.0428,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,71.264533,5.838218,35.126477,7.3848265,13.609692,2.5806452,202.25866,26.626371,203.65258,23.642981,1.8619146,460.84217,928.27864,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,63.203934,7.3848265,35.512494,8.2564871,11.896186,3.2258065,182.76513,33.942096,365.98689,15.665583,1.6376223,355.12494,737.21965,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,53.571814,7.3848265,27.754571,7.8327914,12.526766,2.0401791,232.37281,34.341428,229.76188,23.642981,1.5345218,417.9528,846.95843,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,58.38218,5.838218,36.366053,5.838218,11.099775,2.6600681,232.43148,33.942096,133.15745,28.83867,1.0230146,543.32453,935.21314,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,50.6951,5.2218609,31.870468,8.2564871,13.06352,2.3261621,297.69187,26.239526,130.65092,13.313185,1.6376223,523.86744,607.50437,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,66.463439,5.2218609,33.025948,7.3848265,17.93734,1.9354839,287.20235,44.385818,130.96361,19.007861,1.8442657,520.83318,846.56332,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,59.193888,7.3848265,31.547993,5.838218,14.208204,3.2258065,214.15997,41.856399,141.32829,27.258914,1.8084513,522.55802,858.94619,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,51.429366,5.838218,35.029308,7.3848265,10.098372,2.885249,240.2056,34.042368,219.31816,28.83867,1.617528,405.19925,816.56487,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,32.125473,4.6221218,16.062736,2.5638919,11.137211,3.2258065,343.07666,18.462066,143.60118,15.88167,2.357932,792.36593,230.13245,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,30.390501,4.6221218,24.187707,2.8665182,12.275031,3.6495834,201.0586,31.439766,252.66739,11.676436,2.81329,749.9303,229.99912,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,44.72136,5.1277837,16.71453,2.5638919,8.2620958,4.6968451,185.37606,31.439766,156.65583,16.512974,2.0460291,625.982,282.41531,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,38.756344,6.5366673,17.947243,3.8458378,7.7955135,4.0803583,248.05214,26.626371,112.27001,9.4138436,2.0619518,828.66429,242.83057,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,38.756344,5.2855985,11.537513,3.8458378,7.5238089,3.2258065,237.72375,31.439766,201.04165,28.720235,2.4262921,737.67332,334.2093,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,33.649555,3.6258906,17.43635,4.6221218,13.06352,2.885249,198.44789,26.239526,148.82304,19.884254,2.0460291,679.29519,409.9244,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,34.517451,4.053869,16.062736,3.8458378,10.200896,2.7371875,227.21096,33.942096,167.11995,26.109305,1.7902755,853.64724,330.46583,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,33.844344,3.8458378,18.354672,2.5638919,7.0967742,4.1310479,259.69244,39.250891,240.2056,21.530284,2.754551,647.26565,320.13457,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,31.531701,4.6221218,17.43635,6.4097297,8.2620958,3.28969,250.34998,34.834157,201.04165,21.049994,2.1089985,603.87951,270.45509,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,39.574566,3.6258906,14.616432,4.6221218,11.024521,2.3261621,196.1676,34.042368,195.83719,26.626371,2.6081856,716.88637,315.24215,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,46.663536,6.4097297,16.861366,2.5638919,9.0552702,3.2258065,198.43071,18.276513,151.43397,20.887444,2.5575364,611.92838,297.15325,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,41.042295,6.4097297,16.665297,2.5638919,10.015597,4.0803583,250.70371,27.258914,209.03756,21.049994,2.0619518,693.24997,272.58914,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,37.440723,8.2084591,20.868568,5.1277837,7.7687707,4.5619792,285.17768,19.007861,243.04103,22.3078,3.0796816,728.20168,334.56606,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,38.050263,5.2855985,19.229189,4.6221218,10.342722,3.7619044,279.80844,28.720235,195.83719,13.313185,2.5702923,730.55248,332.39804,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,39.136111,7.2517813,16.71453,4.6221218,7.8487258,4.1310479,409.91608,23.498374,201.19417,19.007861,2.2875301,522.57501,407.46218,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,41.281844,5.1277837,17.992969,3.8458378,8.4857719,2.7371875,238.29658,26.626371,109.93847,24.071589,2.9160401,629.28026,373.12036,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,41.599096,4.6221218,16.71453,5.1277837,7.5238089,3.28969,253.26025,24.071589,198.44789,26.239526,2.6081856,922.6074,302.9692,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,42.439962,4.6221218,20.868568,3.6258906,7.9802044,4.6968451,289.81328,21.530284,109.78334,18.276513,2.8594126,881.41379,254.54898,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,43.074146,5.7330365,12.819459,2.5638919,9.6774194,4.0803583,221.94445,28.83867,185.39445,20.887444,2.9160401,740.30479,278.92999,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,56.201305,4.6221218,20.024636,3.6258906,8.1607165,4.6523242,219.19379,28.120582,140.99024,21.530284,1.7156476,822.2046,276.62312,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,39.574566,4.6221218,17.246819,2.5638919,9.5910121,2.885249,165.8095,34.042368,130.65092,18.462066,2.5575364,651.13073,255.51126,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,39.240949,4.6221218,23.845573,4.6221218,10.015597,3.2258065,187.98699,23.642981,125.32466,15.665583,2.5702923,641.81545,210.25692,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,47.17143,5.7330365,13.80698,3.6258906,13.04758,2.5806452,133.2598,21.530284,107.04815,15.665583,2.81329,835.44953,287.02428,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,49.083632,3.6258906,11.466073,2.5638919,8.986057,3.8709677,151.43397,23.498374,156.65583,19.007861,2.3017828,694.84673,358.46849,FVP,L,Difuso,MA,NO,UBT,N
F.durangensis,42.050953,5.7330365,13.383908,3.8458378,11.540996,3.2258065,214.0963,23.642981,154.13338,18.462066,2.3159477,607.50437,338.66697,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,52.262047,9.3936902,22.617481,2.6600681,11.00038,1.4912872,473.16227,34.042368,198.43071,26.109305,2.6081856,383.43901,733.0669,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,51.325814,10.342722,16.774194,3.2258065,12.445509,2.5702923,498.71506,34.042368,159.35234,15.665583,2.754551,328.14811,659.04673,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,38.102769,4.6523242,27.561302,2.3261621,9.7488779,3.0690437,277.20164,34.042368,199.27062,18.276513,2.9935196,299.10027,710.58762,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,63.465641,9.3936902,18.809522,3.6495834,7.6041024,3.0690437,195.81978,33.942096,109.78334,18.276513,2.412775,232.04638,752.07419,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,64.338465,4.6968451,16.823748,2.0401791,9.548897,4.0031777,180.1542,26.109305,167.09955,18.276513,2.2875301,300.75774,810.00869,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,50.206649,3.8709677,16.14193,1.8247917,5.8878909,4.7019734,300.35915,33.942096,125.35186,20.887444,4.0031777,187.47117,612.03088,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,36.54712,4.5619792,28.416407,1.4426245,5.9706288,3.0796816,174.69837,31.331166,173.03202,21.049994,2.6331449,422.63796,732.21068,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,50.243942,3.2258065,31.849019,3.8709677,7.8454279,2.5575364,211.88791,31.331166,206.67622,20.887444,3.2045839,360.77384,719.24508,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,58.667124,8.9628671,14.208204,7.0967742,12.879424,3.3639139,289.86032,39.250891,315.93337,26.109305,2.8594126,389.10748,849.62058,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,61.456481,9.0322581,14.208204,4.0803583,7.1656675,1.9477617,243.04103,36.646155,160.03534,15.88167,1.8084513,420.84744,876.63244,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,35.69439,7.0967742,8.4118741,2.885249,7.1611019,1.8084513,303.04794,44.385818,144.19335,13.313185,2.9825743,235.85367,813.5376,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,26.483065,2.6600681,22.580645,4.5619792,6.1434132,1.7902755,366.65682,41.856399,272.15115,15.665583,1.9477617,217.28889,875.39123,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,40.129862,5.2014566,22.020707,6.0864394,8.9550303,2.9825743,273.64993,47.069218,308.10086,21.049994,2.4262921,416.75863,743.34901,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,42.113765,7.8487258,18.754119,2.5806452,4.6318954,2.357932,266.51961,36.553026,140.99024,21.049994,2.4262921,296.18223,834.39767,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,33.130147,10.640273,25.235622,2.885249,4.3703201,1.9477617,330.22852,28.83867,183.23078,18.462066,2.357932,313.76265,808.35488,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.486823,6.4516129,29.78941,2.885249,6.9242671,1.8084513,237.82409,33.942096,107.04815,21.049994,2.200076,383.25681,629.41316,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,48.21043,5.842184,20.655239,3.28969,7.6768706,2.0460291,295.04669,41.856399,141.20765,23.642981,1.8442657,383.80678,632.06528,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,52.289915,7.7419355,18.78738,2.885249,7.6768706,2.0619518,237.72375,44.385818,167.60872,26.109305,2.754551,257.75084,522.01452,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,54.208907,10.015597,14.83871,5.842184,6.9053483,2.0619518,323.7659,39.163957,105.24997,18.462066,3.2045839,293.79225,712.08678,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.558185,10.402913,16.14193,3.4742999,10.735562,1.3040928,245.64957,36.646155,198.85968,21.049994,3.3346195,381.27279,699.52548,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.934158,7.8751972,21.533315,2.7371875,7.3814949,3.0690437,407.98243,41.774887,138.37931,18.462066,1.8442657,364.95855,849.74363,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.520804,5.8064516,21.764036,2.6600681,5.5857438,1.9477617,459.59051,39.250891,185.83516,23.642981,2.200076,285.86245,809.98288,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,54.254958,5.5122605,16.14193,1.9354839,7.3814949,2.3159477,494.1561,36.646155,282.17383,26.239526,1.617528,411.70822,726.18888,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,43.946804,6.1205374,16.180563,2.7371875,8.6276586,3.6169027,381.27631,41.856399,438.70625,23.642981,1.6376223,288.77646,750.82201,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.217885,6.9784863,22.58986,1.9354839,9.5180221,2.357932,274.45835,31.439766,225.08583,28.720235,1.4467611,371.57198,619.23149,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,57.91502,3.8458378,20.670757,3.8458378,12.460134,2.5806452,269.03988,49.607679,201.31273,26.239526,1.9477617,483.29872,668.46598,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,63.128516,3.8458378,20.551157,2.5638919,9.826804,2.5806452,235.21571,18.276513,207.59771,36.924133,1.2787682,459.9093,718.6343,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,57.91502,6.4097297,17.992969,3.8458378,10.502465,3.28969,243.16721,23.498374,276.03105,29.19109,2.2875301,410.92097,709.96939,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.760995,4.6221218,17.992969,2.8665182,9.5910121,2.3261621,219.38031,26.109305,300.98265,28.720235,1.8084513,520.80701,767.70395,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,41.042295,4.053869,13.80698,1.2819459,7.3559705,2.885249,230.96038,28.83867,290.61193,18.462066,2.5575364,534.17621,774.86117,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,46.327759,5.2855985,14.616432,2.5638919,13.685938,3.7619044,201.31273,44.462544,206.67622,23.498374,1.7156476,604.07926,798.25525,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,47.501243,5.1277837,23.637915,2.5638919,10.502465,2.6600681,337.06293,36.553026,237.59467,26.109305,2.5575364,346.66432,886.33449,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,51.293859,3.8458378,20.551157,4.6221218,9.2373039,1.9354839,182.03635,34.341428,247.41924,26.239526,3.8363046,477.82881,771.37219,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,32.074277,6.5366673,25.766794,2.5638919,8.3870968,1.4426245,208.89075,26.109305,233.83503,31.76334,2.7186985,519.73258,582.59006,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,29.484756,4.053869,21.793081,2.5638919,8.3870968,2.0401791,263.9107,44.462544,269.03988,26.239526,2.357932,512.86677,727.08095,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,51.085184,3.8458378,30.793398,3.8458378,7.9802044,3.6495834,516.9906,34.042368,175.63238,21.049994,2.5575364,416.31857,731.63931,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,49.781775,5.1277837,24.658722,3.8458378,9.1239585,2.3261621,339.431,33.942096,145.51107,28.720235,1.8084513,471.39408,760.61684,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.941302,3.8458378,17.992969,4.053869,10.098372,1.4426245,237.65205,33.942096,194.96501,29.19109,3.3247973,419.97042,751.99078,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,53.119607,7.6916756,11.027716,2.5638919,10.814874,3.6495834,245.92692,28.720235,192.04099,23.498374,2.5575364,381.4908,852.10267,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,45.014377,5.1277837,22.71614,5.2855985,9.5910121,2.7371875,216.84874,28.720235,257.78228,26.109305,2.0619518,438.2165,673.45228,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,29.512612,3.8458378,16.215476,5.2855985,9.1239585,1.9354839,242.81653,33.942096,140.36028,20.887444,2.2875301,380.20204,802.98248,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,46.434057,3.8458378,17.43635,2.5638919,11.773089,1.4426245,159.26676,26.109305,278.52644,21.049994,2.5575364,366.95418,764.53792,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,43.245492,3.8458378,19.057496,2.5638919,9.3936902,1.4426245,266.94131,44.462544,171.32957,23.642981,1.9974998,556.0056,546.97379,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,27.998122,6.4097297,12.093854,1.2819459,9.0552702,2.6600681,217.27272,49.881756,388.3973,23.498374,2.1851601,483.72728,634.27791,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,40.233501,3.8458378,13.198441,3.6258906,9.3936902,2.885249,271.53677,33.942096,212.27362,23.642981,2.200076,490.85493,770.96547,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,50.502813,3.8458378,19.271873,3.8458378,9.2373039,2.5806452,214.0963,36.553026,256.52309,23.498374,2.5318319,444.97027,984.68109,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,52.309049,1.2819459,20.551157,4.053869,8.6075252,1.9354839,182.9329,31.331166,136.39457,20.887444,2.2875301,460.13159,758.38681,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,60.808035,5.7330365,19.568055,3.8458378,9.2373039,3.28969,218.96042,28.83867,206.52774,23.498374,3.3346195,417.20185,709.14426,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,38.244124,3.6258906,18.927705,1.8129453,9.1694648,2.5806452,258.4953,28.83867,220.86682,28.83867,1.5556887,440.90723,597.19429,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.148104,6.5366673,22.129818,2.5638919,10.502465,2.885249,249.14899,36.553026,563.53775,31.439766,2.5188812,402.62546,881.69842,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,57.244305,3.8458378,10.986701,3.2258065,5.8064516,1.9354839,97.579582,13.383908,40.069783,7.6916756,3.2350561,151.79019,466.33039,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,56.594683,5.2855985,14.964405,2.5806452,7.1260394,1.9354839,91.414521,11.818958,37.198528,7.7977727,1.5556887,121.48087,691.98199,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,53.856988,6.4097297,16.786596,2.6600681,6.4837907,2.0401791,94.83801,6.5366673,42.613857,10.571197,3.9703642,136.46554,763.85387,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,35.917371,4.053869,15.389497,2.5806452,9.6774194,1.9354839,81.773682,9.7630094,52.575414,7.7977727,2.5188812,125.97687,466.19585,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,50.453978,3.8458378,16.524192,3.8709677,9.6774194,2.6600681,90.256641,7.7977727,42.787046,6.9034901,4.4149923,204.87084,460.23726,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,45.52262,5.1277837,16.823748,2.885249,7.9802044,3.2258065,81.924269,13.383908,52.62228,10.571197,3.1634978,129.7048,391.99623,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,48.713945,3.8458378,12.526766,2.5806452,6.4516129,3.2258065,63.427182,13.383908,42.323635,7.6916756,3.5805509,215.19134,331.18703,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,60.087583,5.1277837,9.1694648,2.6600681,9.0322581,2.5806452,75.63481,13.80698,42.478667,7.7977727,2.5575364,196.61891,301.08455,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,61.65347,4.6221218,16.486364,1.4426245,11.773089,1.2903226,77.087493,12.883397,45.032628,7.6916756,3.7238292,148.55646,383.31803,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,59.094788,3.8458378,10.015597,3.2258065,9.7630619,2.5806452,90.256641,14.159556,46.593048,6.9034901,3.0796816,176.61103,266.83914,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,37.176432,2.8665182,15.047618,2.6600681,8.3870968,1.9354839,74.661658,15.004792,53.320322,10.335379,3.6169027,133.32238,358.77263,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,46.663536,5.1277837,10.967742,3.7619044,5.8064516,2.6600681,95.416744,11.818958,45.52262,5.2855985,2.9160401,245.06636,475.65348,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,48.171155,3.8458378,12.460134,2.5806452,10.015597,1.9354839,120.42789,13.383908,38.543746,8.9736215,3.3247973,148.97624,530.51734,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,48.460269,6.4097297,7.7687707,1.9354839,7.0967742,1.2903226,78.040926,16.215476,27.404874,7.7977727,3.121871,151.17181,479.94228,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,42.304216,4.053869,7.3559705,1.9354839,10.640273,2.5806452,77.438448,14.616432,40.069783,9.3327073,3.5530431,135.91045,427.25207,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,41.02227,2.5638919,14.208204,3.2258065,9.0552702,1.9354839,85.227715,17.43635,40.253919,5.2855985,2.0619518,160.88502,631.93294,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,51.277837,5.1277837,15.102839,2.6600681,7.2131225,2.5806452,91.234571,11.466073,46.150054,11.537513,3.3247973,150.64413,484.79732,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,43.586162,6.4097297,11.137211,2.3261621,6.4516129,1.4426245,118.16872,15.856795,33.42906,6.4097297,3.3346195,176.50353,407.87251,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,38.798724,3.8458378,12.919345,3.2258065,5.1612903,1.9354839,112.6363,15.004792,42.381838,9.3327073,3.1634978,142.52907,407.20551,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,35.01379,4.6221218,9.7630619,2.5806452,5.1612903,2.5806452,73.082162,14.332591,41.042295,6.5366673,3.3639139,166.16413,457.86864,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,41.992291,3.8458378,12.325789,3.2258065,5.8064516,2.5806452,84.763676,15.595545,34.707369,4.053869,3.6618348,174.61308,378.95897,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,45.810513,2.8665182,5.8064516,1.9354839,3.8709677,2.3261621,85.957319,11.818958,49.133829,5.2855985,3.0690437,157.70019,413.92822,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.491426,2.5638919,9.0552702,2.885249,7.2131225,2.885249,120.83658,12.883397,40.740879,10.952951,2.6081856,124.88285,448.22239,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,45.52262,5.7330365,9.5256923,3.2258065,5.842184,2.5806452,97.966171,16.665297,35.894486,9.0647266,3.6169027,144.58736,501.96169,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.134443,4.053869,14.555502,3.6495834,7.7687707,2.7371875,116.65708,20.511135,54.38836,7.6916756,3.121871,154.36673,431.73113,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.385818,5.838218,24.071589,5.2218609,11.773089,3.2258065,149.39451,21.049994,238.22505,23.498374,2.6331449,442.6586,984.2563,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,52.867312,5.2218609,23.498374,5.838218,9.5910121,4.6968451,196.67084,34.834157,187.58768,21.049994,2.1851601,432.69034,948.59954,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,52.283842,5.838218,16.512974,7.8327914,10.015597,3.7619044,199.04813,31.439766,205.66775,18.276513,1.8442657,375.84704,997.08927,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,51.429366,5.2218609,10.443722,5.2218609,9.8479597,5.0388708,255.19091,18.276513,120.1028,27.258914,1.7156476,333.96444,1001.045,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,49.262937,5.838218,15.88167,5.2218609,9.0552702,3.28969,138.99374,29.19109,150.28167,26.626371,2.3017828,376.30021,938.24898,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,47.930312,5.838218,26.109305,5.2218609,9.1694648,2.7371875,309.95385,39.510547,154.24391,23.498374,2.4262921,386.07355,856.0688,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.163957,5.2218609,18.462066,3.6924133,11.099775,4.1310479,368.37259,31.76334,208.43338,25.714683,2.81329,330.47614,919.40622,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.250891,7.8327914,21.049994,5.838218,11.432287,3.9243629,178.23306,23.498374,162.63393,15.88167,2.0460291,337.79023,868.96608,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,37.382835,5.2218609,24.769461,5.2218609,7.5238089,4.6523242,277.98747,31.76334,211.63037,23.498374,2.0460291,363.06957,1018.481,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.834157,5.2218609,27.258914,7.8327914,9.8479597,4.1310479,429.33733,31.439766,144.75955,15.665583,2.0619518,444.97027,1083.4995,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,44.691931,5.2218609,17.514654,5.838218,12.983621,4.0803583,432.82424,44.462544,133.38763,13.313185,2.0619518,361.07384,928.27864,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,50.425443,8.2564871,21.049994,5.838218,12.854748,3.9243629,384.87984,26.109305,261.09305,21.530284,2.5575364,359.29477,1232.1832,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,39.768508,7.8327914,22.3078,5.2218609,10.640273,3.9243629,245.77442,28.720235,125.75906,15.88167,1.8619146,394.44929,747.72433,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,36.553026,5.838218,19.007861,5.838218,10.502465,2.5806452,369.61961,26.109305,287.96089,18.276513,2.4262921,340.86395,993.20205,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,46.705744,5.838218,21.530284,5.838218,8.7751423,3.4742999,245.48301,36.646155,185.54147,20.887444,1.5345218,240.25801,1064.7528,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,36.553026,8.2564871,19.007861,5.2218609,7.3559705,4.0803583,266.94131,31.439766,143.60118,23.498374,2.3017828,233.81372,864.35781,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,36.553026,9.4138436,19.007861,5.2218609,7.5238089,4.3278735,343.23558,33.942096,146.30532,18.276513,2.6331449,281.15269,1003.6942,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.042368,5.838218,18.276513,7.8327914,11.684368,3.2258065,224.5552,31.331166,190.16825,24.071589,2.3017828,324.18028,902.23413,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,40.867526,7.3848265,26.239526,5.2218609,14.426245,4.913402,242.19811,32.714865,232.43148,24.769461,2.0460291,252.51406,907.66411,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,45.67263,5.838218,18.276513,2.6109305,12.172879,4.0803583,230.29532,34.042368,143.60118,20.887444,2.3017828,263.73526,991.43201,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,41.856399,7.8327914,20.887444,5.838218,8.986057,3.6495834,223.45965,24.769461,156.85153,26.109305,2.3159477,334.96833,955.8023,FVP,L,Difuso,MA,NO,UBT,N
F.phillyreoides,34.341428,5.2218609,23.352872,5.2218609,9.2373039,5.3201363,260.07279,34.834157,169.73056,26.239526,1.8619146,411.86549,789.11336,FVP,L,Difuso,MA,NO,UBT,N
